water_body_name,water_body_longitude,water_body_latitude,country_code,province_code,closest_city,distance
Pear Lake,-125.11778,49.49583,CAN,BC,Cumberland,15
Pear Lake,-121.81361,50.98833,CAN,BC,Clinton,19.6
Pearl Lake,-125.48611,49.70694,CAN,BC,Headquarters,27.4
Pearly Lake,-130.60083,56.44778,CAN,BC,Granduc,39
Pearse Lake,-125.26722,49.69444,CAN,BC,Headquarters,13.5
Pease Lake,-123.4975,48.54528,CAN,BC,Millstream,5.2
Peavine Lake,-120.09833,55.41333,CAN,BC,Tupper,10.5
Peck Lake,-130.13472,54.1725,CAN,BC,Osland,4.8
Peckhams Lake,-115.48444,49.54083,CAN,BC,Baker,8.5
Peculiar Lake,-122.93833,54.55722,CAN,BC,Anzac,36.3
Peden Lake,-123.70194,48.45306,CAN,BC,Leechtown,4.8
Pedley Lake,-122.5025,53.42222,CAN,BC,Cinema,21.3
Peechugh Lake,-129.09333,53.99861,CAN,BC,Kitimat,29.4
Peel Lake,-120.80639,51.38306,CAN,BC,North Bonaparte,7.9
Pefferle Lake,-120.15583,50.01028,CAN,BC,Quilchena,30.1
Peggy Lake,-122.75694,50.12194,CAN,BC,Nesters,13.8
Pelican Lake,-123.65778,53.32778,CAN,BC,Punchaw,33.6
Pelican Lake,-125.39056,52.47278,CAN,BC,Charlotte Lake,28.2
Pelly Lake,-125.3875,56.86667,CAN,BC,Ingenika Mine,22.3
Pemberton Lake,-119.95972,50.78056,CAN,BC,Campbell Creek,16.2
Pement Lake,-119.54167,50.73778,CAN,BC,Chase,13.6
Pend dOreille River,-117.61833,49.00389,CAN,BC,Montrose,8.5
Pender Lake,-123.28472,48.76167,CAN,BC,Saturna,7.5
Pendleton Lake,-125.84444,54.50417,CAN,BC,Pendleton Bay,8.7
Pendleton Lakes,-120.43806,51.94889,CAN,BC,Mahood Falls,19.4
Peneplain Lake,-122.71306,49.45111,CAN,BC,Williams Landing,14.3
Penilynn Lake,-117.08833,49.65778,CAN,BC,Nelson,23.6
Pennask Lake,-120.12917,49.99778,CAN,BC,Quilchena,32.4
Pennie Lake,-121.06556,50.73056,CAN,BC,Ashcroft,15.4
Pentz Lake,-127.85167,55.51278,CAN,BC,Gitanyow,30.5
Percy Lake,-122.93222,49.36722,CAN,BC,Belcarra,6.1
Perkins Lake,-122.70583,49.43556,CAN,BC,Williams Landing,13.7
Perry Lake,-126.58167,49.88389,CAN,BC,Tahsis,6.9
Perry Lake,-118.43333,51.1075,CAN,BC,Revelstoke,20.5
Perry River,-126.62167,49.91667,CAN,BC,Tahsis,3.1
Perry River,-118.68806,50.99444,CAN,BC,Woods Landing,26.6
Pestle Lake,-116.39972,49.86972,CAN,BC,Meachen,29.7
Peta Lake,-124.79222,54.21944,CAN,BC,Fraser Lake,18
Pete Kitchen Lake,-121.40139,51.80361,CAN,BC,114 Mile House,2.2
Pete Lake,-125.67444,50.66833,CAN,BC,George River,16.1
Pete Lake,-122.13972,55.82556,CAN,BC,Hudsons Hope,26.4
Pete Lake,-118.37,50.44528,CAN,BC,Fosthall,32.7
Peter Hope Lake,-120.31694,50.29472,CAN,BC,Quilchena,19.3
Peter Lake,-132.33778,53.49778,CAN,BC,Shannon Bay,20
Peter Lake,-121.85278,52.4275,CAN,BC,Big Lake Ranch,1.2
Peters Lake,-118.23278,50.50222,CAN,BC,Fosthall,27.1
Peters Lake,-120.98694,51.53028,CAN,BC,Sheridan Lake,7.3
Peterson Lake,-120.08556,49.98139,CAN,BC,Peachland,34
Petgill Lake,-123.16639,49.64639,CAN,BC,Darrell Bay,2.3
Petitot River,-122.98389,60,CAN,BC,Fort Liard,33.2
Petri Lake,-124.75806,49.99056,CAN,BC,Larsons Landing,5.4
Pettipiece Lake,-118.58861,51.40917,CAN,BC,Albas,37.8
Pettry Lake,-125.39861,52.98667,CAN,BC,Ulkatcho,20.2
Phair Lake,-121.88083,50.61028,CAN,BC,Lillooet,10
Phantom Lake,-123.49361,49.85778,CAN,BC,Paradise Valley,25.1
Phelan Lake,-124.2225,49.95972,CAN,BC,Powell River,25.7
Phelps Lake,-120.69722,50.37361,CAN,BC,Logan Lake,15.8
Philemon Lake,-122.11778,52.5275,CAN,BC,Macalister,21
Phililloo Lake,-121.68,51.83167,CAN,BC,Wright,4
Philip Lake,-119.91778,51.87111,CAN,BC,Clearwater,26.3
Philip Lakes,-123.85083,55.07694,CAN,BC,Mackenzie,55.4
Phillipone Lake,-129.97139,58.44056,CAN,BC,Laketon,29.8
Phillipps Lake,-114.66222,49.64222,CAN,BC,Crowsnest,1.8
Phillips Lake,-119.53361,50.79972,CAN,BC,Chase,10.9
Phillips Lake,-125.35139,50.5925,CAN,BC,George River,12.9
Phillips River,-125.36528,50.56833,CAN,BC,George River,11.4
Phinetta Lake,-120.49139,51.47417,CAN,BC,Roe Lake,24.1
Phipps Lake,-127.21444,54.00694,CAN,BC,Noralee,51.1
Phyl Lake,-127.7425,50.80361,CAN,BC,Shushartie,9.7
Phyllis Lake,-123.16778,49.54667,CAN,BC,Porteau,4.7
Phyllis Lake,-119.56694,52.06694,CAN,BC,Clearwater,56.7
Phyllis Lake,-126.82528,50.8,CAN,BC,Sullivan Bay,9.3
Phyllodoce Lake,-127.78472,50.14278,CAN,BC,Chamiss Bay,36.4
Phyllodoce Lakes,-116.36333,49.92583,CAN,BC,Meachen,35.1
Picket Lake,-126.525,53.86056,CAN,BC,Noralee,14.9
Pickle Lake,-128.65833,59.94972,CAN,BC,Watson Lake,16.4
Pickle Lake,-122.96528,54.31167,CAN,BC,Isle Pierre,44.3
Pierce Lake,-121.62889,49.06417,CAN,BC,Cheam View,21
Pigeon Lake,-121.8125,51.36972,CAN,BC,Jesmond,16.4
Pike Lake,-123.46889,48.48944,CAN,BC,Highlands,3.3
Pike Lake,-133.40306,59.24472,CAN,BC,Surprise,43.2
Pike River,-133.61139,59.33222,CAN,BC,Scotia Bay,32
Pikehead Lake,-120.03194,50.22639,CAN,BC,Quilchena,34
Pillar Lake,-119.63861,50.59278,CAN,BC,Yankee Flats,21
Pimainus Lakes,-121.08528,50.40306,CAN,BC,Clapperton,12.1
Pinantan Lake,-120.02139,50.72306,CAN,BC,Campbell Creek,8.5
Pinaus Lake,-119.595,50.42611,CAN,BC,Glenemma,17.9
Pinchi Lake,-124.40139,54.59861,CAN,BC,Pinchi Lake,4
Pine Lake,-122.36528,49.35056,CAN,BC,Williams Landing,14.3
Pine Lake,-128.71222,54.61139,CAN,BC,Terrace,12.8
Pine Lake,-128.04333,52.69917,CAN,BC,Shearwater,61.5
Pine River,-120.70444,56.14,CAN,BC,Taylor,2.4
Pine Tree Lake,-126.61639,54.98583,CAN,BC,Granisle,28.5
Pinecone Lake,-122.81972,49.66944,CAN,BC,Alvin,15.5
Pinecrest Lake,-123.14139,50.00056,CAN,BC,Garibaldi,3.8
Pinerock Lake,-120.44583,51.19028,CAN,BC,Chinook Cove,20
Pinetree Lake,-129.78333,59.00889,CAN,BC,Jade City,29.2
Pingston Lake,-118.12194,50.67056,CAN,BC,Arrowhead,14.9
Pinkerton Lake,-121.54361,53.62611,CAN,BC,Penny,30.2
Pinkut Lake,-125.66778,54.38889,CAN,BC,Pendleton Bay,14.5
Pinnacle Lake,-120.05083,49.97667,CAN,BC,Peachland,31.9
Pinnacle Lake,-118.25583,50.19611,CAN,BC,Arrow Park,26.1
Pintail Lake,-118.62,50.78972,CAN,BC,Sicamous,25.8
Pinter Lake,-125.94361,50.045,CAN,BC,Gold River,30.2
Pinto Lake,-124.52333,51.90667,CAN,BC,Tatla Lake,5.3
Piper Lake,-127.02694,51.42083,CAN,BC,Warner Bay,41.5
Piper River,-127.0825,51.42611,CAN,BC,Dawsons Landing,38.8
Pisima Lake,-119.48972,51.14056,CAN,BC,Woods Landing,31.8
Pitin Lake,-120.17806,49.84389,CAN,BC,Jellicoe,19.4
Pitka Lake,-124.30083,54.34472,CAN,BC,Dog Creek,7.2
Pitman River,-128.50778,57.98083,CAN,BC,Hyland Post,42.5
Pitoney Lake,-122.03333,53.62889,CAN,BC,Longworth,49.1
Pitt Lake,-122.56278,49.4,CAN,BC,Williams Landing,5
Pitt River,-122.76778,49.22861,CAN,BC,Port Coquitlam,3.8
Piuki Lake,-123.29833,53.85361,CAN,BC,Telachick,6.6
Pixie Lake,-124.19778,48.59528,CAN,BC,Gordon River,21.5
Place Lake,-121.99167,51.79694,CAN,BC,Enterprise,22.9
Placer Lake,-120.4875,49.11139,CAN,BC,Allenby,34
Placid Lake,-120.10444,51.93111,CAN,BC,Clearwater,32.1
Placid Lake,-122.56778,49.32278,CAN,BC,Yennadon,10
Plaid Lake,-116.73639,49.76139,CAN,BC,Kaslo,20.5
Plantation Lake,-121.84917,54.14861,CAN,BC,Newlands,23.5
Plate Lake,-130.72028,59.9,CAN,BC,Jade City,94.3
Plateau Lake,-120.25639,50.31861,CAN,BC,Quilchena,24.2
Plover Lake,-123.56583,52.30611,CAN,BC,Redstone,21.3
Pointer Lake,-126.38972,50.76806,CAN,BC,Scott Cove,4.8
Poirier Lake,-123.7675,48.39417,CAN,BC,Sooke,2.9
Poison Lake,-122.01472,51.29139,CAN,BC,Jesmond,6.4
Poison Lake,-122.56917,51.79889,CAN,BC,Becher House,17.2
Poison Lakes,-125.46306,52.62556,CAN,BC,Atnarko,35.5
Polallie Lake,-127.97111,52.61833,CAN,BC,Shearwater,53
Poland Lake,-120.95528,49.08861,CAN,BC,Othello,43.5
Polar Bear Lake,-126.26056,52.16472,CAN,BC,South Bentinck,30.8
Pollard Lake,-121.62167,51.34139,CAN,BC,Chasm,16.9
Polley Lake,-121.60889,52.55639,CAN,BC,Hydraulic,9.1
Polly Lake,-118.36472,50.44028,CAN,BC,Fosthall,32.2
Pollywog Lake,-124.47278,51.93361,CAN,BC,Tatla Lake,9.5
Pond Lake,-120.05083,50.42639,CAN,BC,Holmwood,22.3
Pond Lake,-126.69222,56.04556,CAN,BC,Bulkley House,47.9
Pondosy Lake,-126.86667,53.20417,CAN,BC,Kimsquit,41.6
Pooley Lake,-119.95333,50.67056,CAN,BC,Holmwood,6
Poorman Lake,-129.46528,59.36528,CAN,BC,Good Hope Lake,13.1
Poplar Lake,-123.13083,54.39444,CAN,BC,Isle Pierre,50
Poquette Lake,-121.53889,52.64,CAN,BC,Quesnel Forks,9.1
Porcupine Lake,-122.05639,53.01139,CAN,BC,Coldspring House,1.9
Porcupine Lake,-117.02722,49.25889,CAN,BC,Porto Rico,17.4
Porcupine Lake,-119.83889,49.98361,CAN,BC,West Kelowna City of,22.8
Porcupine Lake,-130.3575,58.86333,CAN,BC,Defot,6.7
Porcupine River,-131.745,57.06444,CAN,BC,Fowler,25.7
Porpoise Lake,-130.23,54.22278,CAN,BC,Port Edward,3.9
Portage Lake,-121.62306,54.39917,CAN,BC,Newlands,50.1
Portage Lake,-130.01556,58.91222,CAN,BC,Porter Landing,13.4
Portage Lake,-127.35167,50.95417,CAN,BC,Warner Bay,20.6
Portal Lake,-118.45306,52.88361,CAN,BC,Lucerne,7.5
Porter Lake,-120.95222,51.47306,CAN,BC,Sheridan Lake,8
Porter Lakes,-128.67722,59.98722,CAN,BC,Watson Lake,12.2
Posby Lake,-120.20639,51.25472,CAN,BC,Chinook Cove,3.6
Postill Lake,-119.20528,49.98833,CAN,BC,Lake Country,14.8
Pothole Lake,-120.54639,49.94639,CAN,BC,Aspen Grove,5.2
Pothole Lake,-120.43889,51.19806,CAN,BC,Chinook Cove,19.4
Pothole Lakes,-123.38056,55.58417,CAN,BC,Mackenzie,34.1
Pothook Lake,-120.49528,50.65111,CAN,BC,Kamloops,11.3
Pouce Coupe River,-120,55.88722,CAN,BC,Briar Ridge,11.7
Poum Lake,-125.08056,49.55028,CAN,BC,Cumberland,8.4
Powder Lake,-120.32944,51.2825,CAN,BC,Chinook Cove,12.6
Powell Lake,-124.44139,50.01583,CAN,BC,Larsons Landing,17.7
Powell Lake,-123.13,50.18139,CAN,BC,Sproatt,12.9
Powell River,-124.56,49.87583,CAN,BC,Powell River,5.2
Power Lake,-127.47917,50.19833,CAN,BC,Chamiss Bay,19.8
Power Lake,-120.55972,49.68222,CAN,BC,Allison Lake,3.1
Power River,-127.48,50.18056,CAN,BC,Chamiss Bay,18.5
Prairie Lake,-131.63417,58.9925,CAN,BC,Callison Ranch,40
Prather Lake,-119.63306,49.33944,CAN,BC,Marron Valley,3.9
Pratt Lake,-120.03889,50.42417,CAN,BC,Holmwood,22.3
Preacher Lake,-120.61444,51.67889,CAN,BC,Mahood Falls,17.3
Premier Lake,-115.65556,49.94194,CAN,BC,Premier Lake,1
Prentice Lake,-122.88778,51.18333,CAN,BC,Brexton,38.9
Pressy Lake,-121.0475,51.36833,CAN,BC,North Bonaparte,9.7
Pretty Girl Lake,-126.21028,49.50417,CAN,BC,Stewardson Inlet,12.4
Price Lake,-116.38389,49.87917,CAN,BC,Meachen,30.4
Priest Lake,-123.77361,49.05611,CAN,BC,Boat Harbour,3.6
Priest Lake,-124.56611,49.74528,CAN,BC,Marshall School Junction,5.6
Primer Lake,-125.36694,54.08194,CAN,BC,Glenannan,25
Primrose River,-135.63278,60,CAN,BC,Lindeman,39
Pringle Lake,-120.11972,49.8575,CAN,BC,Jellicoe,22.7
Prior Lake,-123.46694,48.47639,CAN,BC,Highlands,3.4
Prior Lake,-121.68,52.61139,CAN,BC,Hydraulic,1.5
Pritchard Lake,-121.97583,53.85111,CAN,BC,Newlands,31.3
Pritchard Lake,-118.87889,50.42472,CAN,BC,Mabel Lake,13.3
Procter Lake,-114.4625,49.06111,CAN,BC,Flathead,7
Proctor Lake,-119.15806,50.37972,CAN,BC,Spallumcheen,4.9
Procyon Lake,-123.9925,50.52778,CAN,BC,Brem River,48.8
Prophet River,-122.74056,58.76222,CAN,BC,Muskwa,2.8
Prospect Lake,-123.44111,48.51333,CAN,BC,Millstream,5.8
Prospect Lake,-131.75028,53.97472,CAN,BC,Masset,26.2
Prosser Lake,-120.62639,49.75,CAN,BC,Allison Lake,7
Proulx Lake,-133.14389,59.99278,CAN,BC,Teslin,32.7
Prout Lake,-124.3725,53.55556,CAN,BC,Nulki,41.7
Prouton Lakes,-121.74639,52.43889,CAN,BC,Big Lake Ranch,7.4
Provencher Lake,-128.68194,58.27139,CAN,BC,Boulder City,23.4
Provis Lake,-124.43417,53.5875,CAN,BC,Lily Lake,37.4
Provos Lake,-120.17556,50.45778,CAN,BC,Beresford,14.9
Prudhomme Lake,-130.11833,54.24556,CAN,BC,Port Edward,11.5
Ptarmigan Lake,-125.8975,52.28472,CAN,BC,Atnarko,13.5
Ptarmigan Lake,-115.54111,50.18194,CAN,BC,Canal Flats,19.2
Ptarmigan Lake,-130.03556,54.05667,CAN,BC,Osland,12.1
Ptarmigan Lake,-130.20333,56.48417,CAN,BC,Granduc,28.6
Pukulkul Lake,-122.54694,49.7075,CAN,BC,Alvin,13.5
Pulpit Lake,-126.77028,57.54583,CAN,BC,Hyland Post,83
Punch Bowl,-120.99222,49.28194,CAN,BC,Othello,28.3
Punchaw Lake,-123.02222,53.42028,CAN,BC,Punchaw,10.8
Pungut Lake,-122.34722,53.31722,CAN,BC,Cinema,11.6
Punkutlaenkut Lake,-124.82472,52.50278,CAN,BC,Towdystan,31.6
Puntataenkut Lake,-123.02861,52.93833,CAN,BC,Baker Creek,0.8
Puntchesakut Lake,-122.94667,52.97667,CAN,BC,Baker Creek,6.9
Punti Lake,-123.89556,52.19944,CAN,BC,Redstone,15.2
Puntledge Lake,-125.35944,49.4825,CAN,BC,Cumberland,28
Puntledge River,-124.99472,49.69583,CAN,BC,Courtenay,0.7
Puntzi Lake,-124.01556,52.20083,CAN,BC,Redstone,22.8
Pup Lake,-130.25083,57.06,CAN,BC,Bob Quinn Lake,9.8
Pup Lake,-127.36556,59.17139,CAN,BC,Fireside,57.1
Puppet Lake,-122.21861,50.16472,CAN,BC,Owl Creek,41.8
Purden Lake,-121.90278,53.91972,CAN,BC,Newlands,27.9
Purdy Lake,-131.73306,54.03167,CAN,BC,Masset,27.1
Purdy Lake,-123.95889,53.26611,CAN,BC,Punchaw,54.7
Pure Lake,-132.08111,53.86611,CAN,BC,Masset,16.7
Purney Lake,-117.81028,49.80111,CAN,BC,Applegrove,19.7
Purvis Lake,-125.40167,55.19083,CAN,BC,Takla Landing,48.3
Puttah Lake,-123.60833,54.00778,CAN,BC,Sinkut River,18.1
Pyatts Lake,-115.76972,49.46972,CAN,BC,Cranbrook,4.6
Pye Lake,-125.58944,50.28972,CAN,BC,Rock Bay,9
Pyne Lake,-128.88444,52.83694,CAN,BC,Shearwater,93.6
Pyper Lake,-124.17722,52.04306,CAN,BC,Tatla Lake,33
Pyramid Lake,-120.18972,49.05583,CAN,BC,Keremeos,31
Pyramid Lake,-120.09389,52.01972,CAN,BC,Clearwater,41.8
Pyrite Lake,-118.57194,51.27556,CAN,BC,Albas,32.1
Pyrola Lake,-127.69806,50.18333,CAN,BC,Port Alice,30.9
Pyrrhotite Lake,-125.3,49.78167,CAN,BC,Headquarters,13.3
Python Lake,-120.39583,50.64944,CAN,BC,Kamloops,4.9
Qua Lake,-117.11806,49.39194,CAN,BC,Hall,8.4
Quaal River,-129.30333,53.64806,CAN,BC,Weewanie,34.1
Qualcho Lake,-125.87194,53.03028,CAN,BC,Ulkatcho,12
Qualicum River,-124.61028,49.39806,CAN,BC,Dunsmuir,1.1
Quality Lake,-120.89056,55.09722,CAN,BC,Tumbler Ridge,7.6
Quamichan Lake,-123.66056,48.80139,CAN,BC,Duncan,4.3
Quanstrom Lake,-122.98694,52.97194,CAN,BC,Baker Creek,4.8
Quarantine Lake,-123.59417,48.34806,CAN,BC,Metchosin,5.5
Quarry Lake,-124.10694,49.67694,CAN,BC,Irvines Landing,6.3
Quarry Lake,-123.45444,48.56028,CAN,BC,Central Saanich,4.5
Quatam River,-124.93778,50.37806,CAN,BC,Church House,10.4
Quatlena River,-127.61194,52.03139,CAN,BC,Namu,25.3
Quatse Lake,-127.56694,50.62667,CAN,BC,Port Hardy,11.9
Quatse River,-127.48,50.69972,CAN,BC,Port Hardy,3
Quennell Lake,-123.81972,49.06722,CAN,BC,Boat Harbour,2.3
Quentin Lake,-125.28917,57.83611,CAN,BC,Magnum Mine,74.2
Quesnel Lake,-120.93889,52.50833,CAN,BC,Black Creek,25.8
Quesnel River,-122.49778,52.97056,CAN,BC,Quesnel,1.1
Quick Lake,-127.31472,50.96083,CAN,BC,Warner Bay,18
Quicksand Lake,-120.25389,54.92361,CAN,BC,Tumbler Ridge,52.5
Quiniscoe Lake,-120.20111,49.06444,CAN,BC,Keremeos,31.2
Quinn Lake,-121.11889,51.6575,CAN,BC,100 Mile House,12.3
Quinsam Lake,-125.37389,49.93722,CAN,BC,Campbell River,13.3
Quinsam River,-125.29389,50.0375,CAN,BC,Duncan Bay,3.8
Quintette Lake,-120.85667,54.82611,CAN,BC,Tumbler Ridge,34.6
Rabbit River,-127.07972,59.61611,CAN,BC,Fireside,7.5
Rabie Lake,-119.35333,50.84667,CAN,BC,Carlin,4.2
Racine Lake,-134.45278,59.76556,CAN,BC,Rupert,23.8
Racing River,-125.05417,58.91917,CAN,BC,Toad River,12.9
Rack Lake,-123.24417,54.45222,CAN,BC,Isle Pierre,55.8
Racoon Lake,-123.19556,54.45389,CAN,BC,Isle Pierre,56.1
Racoon Lakes,-123.95889,50.52139,CAN,BC,Brem River,51
Rae Lake,-126.4225,49.48444,CAN,BC,Boat Basin,0.6
Rae Lake,-129.68111,53.89389,CAN,BC,Oona River,37.8
Raft River,-119.99222,51.63194,CAN,BC,Clearwater,3.2
Ragan Lake,-123.43833,51.76806,CAN,BC,Big Creek,28.5
Raging River,-127.23389,50.38833,CAN,BC,Benson Lake,2.4
Rail Lake,-121.47333,51.94583,CAN,BC,122 Mile House,13.8
Rainbow Lake,-120.48278,49.48139,CAN,BC,Princeton,3
Rainbow Lake,-123.065,50.155,CAN,BC,Sproatt,8.3
Rainbow Lake,-122.33667,50.12306,CAN,BC,Owl Creek,37.6
Rainbow Lake,-123.6075,52.99778,CAN,BC,Baker Creek,40
Rainbow Lake,-123.34,54.83417,CAN,BC,Anzac,54.4
Rainbow Lake,-125.71389,52.11806,CAN,BC,Charlotte Lake,30.6
Rainbow Lake,-125.47722,52.85333,CAN,BC,Ulkatcho,22.1
Rainbow Lake,-130.07944,54.20333,CAN,BC,Osland,9.6
Rainbow Lake,-125.8225,57.38028,CAN,BC,Tsay Keh Dene,75.6
Rainbow Lakes,-128.39028,58.44083,CAN,BC,Boulder City,35.8
Rainbow River,-126.54028,58.24028,CAN,BC,Magnum Mine,85.1
Raindrop Lake,-124.22583,50.37389,CAN,BC,Homfray Creek,30.1
Rainy Day Lake,-124.14444,49.79972,CAN,BC,Earls Cove,11.1
Rainy River,-123.48111,49.52194,CAN,BC,Seaside Park,0.6
Ralph Lake,-125.46111,49.65194,CAN,BC,Bevan,27.2
Ralph River,-125.525,49.63333,CAN,BC,Bevan,32
Ramblers Lake,-122.96222,54.09583,CAN,BC,Prince George,24.8
Rampart Lake,-120.49278,49.66722,CAN,BC,Allison Lake,8.2
Ramsay Lake,-120.42917,51.26611,CAN,BC,Chinook Cove,18.6
Rancheree Lake,-122.63639,54.03278,CAN,BC,Carlson,8.1
Range Lake,-137.81833,59.88139,CAN,BC,Rainy Hollow,80.9
Ranger Lake,-115.60389,49.125,CAN,BC,Kragmont,28.7
Ranger Lake,-123.84694,48.49056,CAN,BC,Leechtown,9.9
Ranier Lake,-125.80611,53.96639,CAN,BC,Danskin,2.7
Rankin Lake,-119.2175,50.10111,CAN,BC,Coldstream,13.7
Rannell Lake,-127.88861,50.75556,CAN,BC,Shushartie,11.2
Ransom Lake,-123.1525,50.01306,CAN,BC,Garibaldi,5.2
Rant Lake,-124.50083,51.85167,CAN,BC,Tatla Lake,8.7
Rapid River,-129.02722,59.3125,CAN,BC,Good Hope Lake,16
Raspberry Lake,-120.79,51.45167,CAN,BC,Roe Lake,7.8
Rat Lake,-120.63,55.76833,CAN,BC,Bessborough,9.7
Rat Lake,-120.49722,54.84111,CAN,BC,Tumbler Ridge,45
Rat Lake,-120.02583,50.00278,CAN,BC,Peachland,32.8
Rat Lake,-120.73944,51.73667,CAN,BC,Mahood Falls,12.4
Ratnip Lake,-119.5025,49.71861,CAN,BC,Chute Lake,4.5
Raush River,-120.00861,53.20056,CAN,BC,Eddy,5.7
Raven Lake,-122.49083,49.40361,CAN,BC,Williams Landing,3.8
Raven Lake,-122.87833,52.03833,CAN,BC,Hanceville,17.3
Raven Lake,-123.07139,49.61222,CAN,BC,Darrell Bay,9.2
Raven Lake,-125.62167,49.92,CAN,BC,Bloedel,27.7
Rawhide Lake,-122.51333,52.14722,CAN,BC,Meldrum Creek,13.4
Rawhide Lake,-123.98806,51.88639,CAN,BC,Redstone,33.8
Rawlings Lake,-118.87667,50.27472,CAN,BC,Blue Springs,3.3
Ray Lake,-120.06917,52.23278,CAN,BC,Mahood Falls,59.6
Ray Lake,-124.40472,53.53889,CAN,BC,Lily Lake,43.1
Rayfield River,-121.09556,51.25778,CAN,BC,Vidette,17
Raymer Lake,-119.87639,49.99528,CAN,BC,West Kelowna City of,25.5
Rea Lake,-120.43139,51.05444,CAN,BC,Criss Creek,21.1
Reade Lake,-115.84806,49.62222,CAN,BC,Old Town,11.7
Reanay Lakes,-117.56667,49.86528,CAN,BC,Slocan,13
Record Lake,-128.87694,55.42694,CAN,BC,Alice Arm,37.7
Red Bluff Lake,-129.60083,53.47111,CAN,BC,Weewanie,58.9
Red Bridge Lake,-120.05472,49.19611,CAN,BC,Keremeos,16.4
Red Lake,-120.78833,50.88861,CAN,BC,Copper Creek,11.8
Red River,-127.67444,59.46583,CAN,BC,Fireside,37.5
Red Rock Lake,-122.5325,53.72667,CAN,BC,Prince George,25
Redcliff Lake,-116.96806,51.11639,CAN,BC,Golden,20.2
Redeau Lake,-121.9,52.10333,CAN,BC,Dugan Lake,7.2
Redfern Lake,-123.89389,57.35167,CAN,BC,Trutch,70.5
Redfish Lake,-126.61167,53.31417,CAN,BC,Tetachuk,36.6
Redford Lake,-125.40417,49.06139,CAN,BC,Port Albion,16
Redrocky Lake,-122.71889,54.6225,CAN,BC,Anzac,21
Redsand Lake,-128.77972,54.70611,CAN,BC,Rosswood,10.5
Redwater Lake,-123.75278,53.02167,CAN,BC,Baker Creek,50.1
Redwillow River,-120,55.05333,CAN,BC,Tupper,49.7
Reed Lake,-119.37528,49.58611,CAN,BC,Chute Lake,15.7
Reed Lakes,-115.79889,49.82639,CAN,BC,Skookumchuck,11.1
Reeves Lake,-119.06361,50.60583,CAN,BC,Enderby,8.2
Reflector Lake,-120.20806,51.72333,CAN,BC,Clearwater,14.9
Refuge Lake,-130.21667,57.34028,CAN,BC,Bob Quinn Lake,41
Regan Lake,-125.31444,49.81944,CAN,BC,Headquarters,15.4
Reginald Lake,-125.53861,49.99389,CAN,BC,Bloedel,17.6
Reichmuth Lake,-120.67,51.52389,CAN,BC,Roe Lake,11.3
Reid Lake,-126.82611,53.44111,CAN,BC,Tetachuk,54
Reid Lake,-123.0675,53.98389,CAN,BC,Isle Pierre,12.5
Reith Lakes,-118.53778,49.84972,CAN,BC,Applegrove,33.4
Rene Lake,-121.76389,55.98861,CAN,BC,Hudsons Hope,10.2
Renee Lake,-120.45083,51.17472,CAN,BC,Chinook Cove,20.8
Renner Lake,-122.84889,52.22278,CAN,BC,Lees Corner,35.6
Reservoir Lake,-120.20028,49.9125,CAN,BC,Jellicoe,26.2
Reservoir Lake,-122.09944,52.1725,CAN,BC,Williams Lake,5.6
Retta Lake,-123.13861,49.99833,CAN,BC,Garibaldi,3.6
Revelation Lake,-118.28778,50.88,CAN,BC,Revelstoke,14.7
Revelle Lake,-120.72639,50.2825,CAN,BC,Shulus,18.8
Revelstoke Lake,-118.34583,51.32611,CAN,BC,Revelstoke,37.9
Rexford Lake,-120.18444,51.15806,CAN,BC,Barriere,4.9
Rey Lake,-120.70556,50.34083,CAN,BC,Logan Lake,18.7
Rheinhart Lake,-124.08806,48.96417,CAN,BC,Lake Cowichan,15.6
Rhoda Lake,-119.92917,50.77861,CAN,BC,Campbell Creek,17.2
Rhododendron Lake,-124.29056,49.18944,CAN,BC,Parksville,14.4
Ricardo Lake,-125.46028,50.465,CAN,BC,Thurlow,6.8
Rice Lake,-123.01389,49.35583,CAN,BC,North Vancouver,5.1
Rice Lake,-126.57556,50.21611,CAN,BC,Zeballos,32.4
Richard Lake,-123.92611,49.10194,CAN,BC,Harmac,6.5
Richards Lake,-122.42833,52.185,CAN,BC,Meldrum Creek,11.5
Richardson Lake,-123.74056,49.57722,CAN,BC,Tuwanek,3.1
Richardson Lake,-126.31028,53.89167,CAN,BC,Wistaria,5.4
Richardson Lake,-120.4775,50.98694,CAN,BC,Criss Creek,19.2
Richie Lake,-120.29806,50.44083,CAN,BC,Lac Le Jeune,14.7
Richmond Lake,-116.18222,49.4075,CAN,BC,Old Town,22.2
Richmond Lake,-125.30667,54.13639,CAN,BC,Glenannan,24
Richter Lake,-119.62028,49.055,CAN,BC,Chopaka,9.3
Richter Lake,-131.88917,53.90833,CAN,BC,Masset,20.4
Ridge Lake,-121.83333,51.43,CAN,BC,Jesmond,21.6
Ridge Lakes,-120.49472,50.44889,CAN,BC,Lac Le Jeune,3.2
Ridgeway Lake,-126.4625,57.84944,CAN,BC,Hyland Post,102.6
Riley Lake,-126.20694,49.35889,CAN,BC,Hot Springs Cove,4.1
Riley Lake,-121.95861,51.33722,CAN,BC,Jesmond,9.7
Riley Lake,-118.12778,50.64083,CAN,BC,Arrowhead,16.5
Rim Lake,-121.46583,51.09,CAN,BC,Clinton,8.4
